id,split,target,label
908,train,Climate Change is a Real Concern,AGAINST
909,train,Climate Change is a Real Concern,NONE
910,train,Climate Change is a Real Concern,NONE
911,train,Climate Change is a Real Concern,NONE
912,train,Climate Change is a Real Concern,NONE
913,train,Climate Change is a Real Concern,NONE
914,train,Climate Change is a Real Concern,FAVOR
915,train,Climate Change is a Real Concern,FAVOR
916,train,Climate Change is a Real Concern,FAVOR
917,train,Climate Change is a Real Concern,NONE
918,train,Climate Change is a Real Concern,FAVOR
919,train,Climate Change is a Real Concern,FAVOR
920,train,Climate Change is a Real Concern,FAVOR
921,train,Climate Change is a Real Concern,NONE
922,train,Climate Change is a Real Concern,NONE
923,dev,Climate Change is a Real Concern,NONE
924,train,Climate Change is a Real Concern,FAVOR
925,train,Climate Change is a Real Concern,FAVOR
926,train,Climate Change is a Real Concern,FAVOR
927,train,Climate Change is a Real Concern,FAVOR
928,train,Climate Change is a Real Concern,FAVOR
929,train,Climate Change is a Real Concern,FAVOR
930,train,Climate Change is a Real Concern,FAVOR
931,train,Climate Change is a Real Concern,FAVOR
932,train,Climate Change is a Real Concern,NONE
933,train,Climate Change is a Real Concern,FAVOR
934,train,Climate Change is a Real Concern,FAVOR
935,train,Climate Change is a Real Concern,FAVOR
936,train,Climate Change is a Real Concern,FAVOR
937,train,Climate Change is a Real Concern,FAVOR
938,train,Climate Change is a Real Concern,NONE
939,train,Climate Change is a Real Concern,FAVOR
940,train,Climate Change is a Real Concern,NONE
941,train,Climate Change is a Real Concern,FAVOR
942,train,Climate Change is a Real Concern,NONE
943,train,Climate Change is a Real Concern,NONE
944,train,Climate Change is a Real Concern,FAVOR
945,train,Climate Change is a Real Concern,AGAINST
946,train,Climate Change is a Real Concern,AGAINST
947,train,Climate Change is a Real Concern,AGAINST
948,train,Climate Change is a Real Concern,AGAINST
949,train,Climate Change is a Real Concern,AGAINST
950,train,Climate Change is a Real Concern,FAVOR
951,train,Climate Change is a Real Concern,FAVOR
952,train,Climate Change is a Real Concern,NONE
953,train,Climate Change is a Real Concern,AGAINST
954,train,Climate Change is a Real Concern,NONE
955,train,Climate Change is a Real Concern,NONE
956,train,Climate Change is a Real Concern,FAVOR
957,train,Climate Change is a Real Concern,FAVOR
958,train,Climate Change is a Real Concern,FAVOR
959,train,Climate Change is a Real Concern,NONE
960,train,Climate Change is a Real Concern,FAVOR
961,train,Climate Change is a Real Concern,NONE
962,train,Climate Change is a Real Concern,NONE
963,dev,Climate Change is a Real Concern,NONE
964,train,Climate Change is a Real Concern,FAVOR
965,train,Climate Change is a Real Concern,NONE
966,train,Climate Change is a Real Concern,FAVOR
967,train,Climate Change is a Real Concern,NONE
968,train,Climate Change is a Real Concern,FAVOR
969,train,Climate Change is a Real Concern,FAVOR
970,train,Climate Change is a Real Concern,NONE
971,train,Climate Change is a Real Concern,FAVOR
972,train,Climate Change is a Real Concern,NONE
973,train,Climate Change is a Real Concern,FAVOR
974,train,Climate Change is a Real Concern,FAVOR
975,train,Climate Change is a Real Concern,FAVOR
976,train,Climate Change is a Real Concern,NONE
977,train,Climate Change is a Real Concern,FAVOR
978,train,Climate Change is a Real Concern,NONE
979,train,Climate Change is a Real Concern,FAVOR
980,train,Climate Change is a Real Concern,FAVOR
981,train,Climate Change is a Real Concern,NONE
982,train,Climate Change is a Real Concern,FAVOR
983,train,Climate Change is a Real Concern,NONE
984,train,Climate Change is a Real Concern,FAVOR
985,train,Climate Change is a Real Concern,NONE
986,train,Climate Change is a Real Concern,NONE
987,train,Climate Change is a Real Concern,NONE
988,train,Climate Change is a Real Concern,NONE
989,train,Climate Change is a Real Concern,NONE
990,train,Climate Change is a Real Concern,NONE
991,train,Climate Change is a Real Concern,NONE
992,train,Climate Change is a Real Concern,NONE
993,train,Climate Change is a Real Concern,FAVOR
994,train,Climate Change is a Real Concern,NONE
995,train,Climate Change is a Real Concern,FAVOR
996,train,Climate Change is a Real Concern,NONE
997,train,Climate Change is a Real Concern,NONE
998,train,Climate Change is a Real Concern,NONE
999,train,Climate Change is a Real Concern,NONE
1000,train,Climate Change is a Real Concern,FAVOR
1001,train,Climate Change is a Real Concern,FAVOR
1002,train,Climate Change is a Real Concern,FAVOR
1003,train,Climate Change is a Real Concern,NONE
1004,train,Climate Change is a Real Concern,FAVOR
1005,train,Climate Change is a Real Concern,FAVOR
1006,train,Climate Change is a Real Concern,FAVOR
1007,train,Climate Change is a Real Concern,FAVOR
1008,train,Climate Change is a Real Concern,FAVOR
1009,train,Feminist Movement,FAVOR
1010,train,Feminist Movement,FAVOR
1011,train,Feminist Movement,AGAINST
1012,train,Feminist Movement,AGAINST
1013,train,Feminist Movement,FAVOR
1014,train,Feminist Movement,FAVOR
1015,train,Feminist Movement,FAVOR
1016,train,Feminist Movement,FAVOR
1017,train,Feminist Movement,FAVOR
1018,train,Feminist Movement,FAVOR
1019,train,Feminist Movement,FAVOR
1020,train,Feminist Movement,NONE
1021,train,Feminist Movement,FAVOR
1022,train,Feminist Movement,AGAINST
1023,train,Feminist Movement,AGAINST
1024,train,Feminist Movement,FAVOR
1025,train,Feminist Movement,FAVOR
1026,train,Feminist Movement,AGAINST
1027,train,Feminist Movement,FAVOR
1028,train,Feminist Movement,FAVOR
1029,train,Feminist Movement,AGAINST
1030,train,Feminist Movement,FAVOR
1031,train,Feminist Movement,FAVOR
1032,train,Feminist Movement,NONE
1033,train,Feminist Movement,AGAINST
1034,train,Feminist Movement,FAVOR
1035,train,Feminist Movement,FAVOR
1036,train,Feminist Movement,FAVOR
1037,train,Feminist Movement,FAVOR
1038,train,Feminist Movement,FAVOR
1039,train,Feminist Movement,FAVOR
1040,train,Feminist Movement,NONE
1041,train,Feminist Movement,NONE
1042,train,Feminist Movement,FAVOR
1043,train,Feminist Movement,FAVOR
1044,train,Feminist Movement,FAVOR
1045,train,Feminist Movement,FAVOR
1046,train,Feminist Movement,FAVOR
1047,train,Feminist Movement,NONE
1048,train,Feminist Movement,FAVOR
1049,train,Feminist Movement,AGAINST
1050,train,Feminist Movement,NONE
1051,train,Feminist Movement,FAVOR
1052,train,Feminist Movement,FAVOR
1053,train,Feminist Movement,FAVOR
1054,train,Feminist Movement,AGAINST
1055,train,Feminist Movement,NONE
1056,train,Feminist Movement,FAVOR
1057,train,Feminist Movement,AGAINST
1058,train,Feminist Movement,NONE
1059,train,Feminist Movement,FAVOR
1060,train,Feminist Movement,AGAINST
1061,train,Feminist Movement,NONE
1062,train,Feminist Movement,AGAINST
1063,train,Feminist Movement,FAVOR
1064,train,Feminist Movement,FAVOR
1065,train,Feminist Movement,NONE
1066,train,Feminist Movement,FAVOR
1067,train,Feminist Movement,AGAINST
1068,train,Feminist Movement,FAVOR
1069,train,Feminist Movement,FAVOR
1070,train,Feminist Movement,FAVOR
1071,train,Feminist Movement,FAVOR
1072,train,Feminist Movement,FAVOR
1073,train,Feminist Movement,FAVOR
1074,train,Feminist Movement,FAVOR
1075,train,Feminist Movement,FAVOR
1076,train,Feminist Movement,FAVOR
1077,train,Feminist Movement,NONE
1078,train,Feminist Movement,NONE
1079,train,Feminist Movement,AGAINST
1080,train,Feminist Movement,NONE
1081,train,Feminist Movement,FAVOR
1082,train,Feminist Movement,NONE
1083,train,Feminist Movement,FAVOR
1084,train,Feminist Movement,AGAINST
1085,train,Feminist Movement,AGAINST
1086,train,Feminist Movement,AGAINST
1087,train,Feminist Movement,NONE
1088,train,Feminist Movement,FAVOR
1089,train,Feminist Movement,FAVOR
1090,train,Feminist Movement,FAVOR
1091,train,Feminist Movement,FAVOR
1092,dev,Feminist Movement,NONE
1093,train,Feminist Movement,FAVOR
1094,train,Feminist Movement,NONE
1095,train,Feminist Movement,AGAINST
1096,train,Feminist Movement,AGAINST
1097,train,Feminist Movement,NONE
1098,train,Feminist Movement,AGAINST
1099,train,Feminist Movement,FAVOR
1100,train,Feminist Movement,AGAINST
1101,train,Feminist Movement,NONE
1102,train,Feminist Movement,NONE
1103,train,Feminist Movement,FAVOR
1104,train,Feminist Movement,FAVOR
1105,train,Feminist Movement,NONE
1106,train,Feminist Movement,FAVOR
1107,train,Feminist Movement,NONE
1108,train,Feminist Movement,NONE
1109,train,Feminist Movement,AGAINST
1110,train,Feminist Movement,AGAINST
1111,train,Feminist Movement,NONE
1112,train,Feminist Movement,FAVOR
1113,train,Feminist Movement,NONE
1114,train,Feminist Movement,AGAINST
1115,train,Feminist Movement,FAVOR
1116,train,Feminist Movement,AGAINST
1117,train,Feminist Movement,AGAINST
1118,train,Feminist Movement,FAVOR
1119,train,Feminist Movement,NONE
1120,train,Feminist Movement,FAVOR
1121,train,Feminist Movement,AGAINST
1122,train,Feminist Movement,AGAINST
1123,train,Feminist Movement,AGAINST
1124,train,Feminist Movement,FAVOR
1125,train,Feminist Movement,NONE
1126,train,Feminist Movement,FAVOR
1127,train,Feminist Movement,FAVOR
1128,train,Feminist Movement,FAVOR
1129,train,Feminist Movement,AGAINST
1130,train,Feminist Movement,NONE
1131,train,Feminist Movement,FAVOR
1132,train,Feminist Movement,NONE
1133,train,Feminist Movement,FAVOR
1134,train,Feminist Movement,AGAINST
1135,train,Feminist Movement,AGAINST
1136,train,Feminist Movement,FAVOR
1137,train,Feminist Movement,AGAINST
1138,train,Feminist Movement,NONE
1139,train,Feminist Movement,AGAINST
1140,train,Feminist Movement,AGAINST
1141,train,Feminist Movement,FAVOR
1142,train,Feminist Movement,AGAINST
1143,train,Feminist Movement,AGAINST
1144,train,Feminist Movement,NONE
1145,train,Feminist Movement,FAVOR
1146,train,Feminist Movement,NONE
1147,train,Feminist Movement,AGAINST
1148,train,Feminist Movement,NONE
1149,train,Feminist Movement,NONE
1150,train,Feminist Movement,FAVOR
1151,train,Feminist Movement,AGAINST
1152,train,Feminist Movement,NONE
1153,train,Feminist Movement,AGAINST
1154,train,Feminist Movement,AGAINST
1155,train,Feminist Movement,AGAINST
1156,train,Feminist Movement,AGAINST
1157,train,Feminist Movement,AGAINST
1158,train,Feminist Movement,FAVOR
1159,train,Feminist Movement,AGAINST
1160,train,Feminist Movement,FAVOR
1161,train,Feminist Movement,FAVOR
1162,train,Feminist Movement,FAVOR
1163,train,Feminist Movement,NONE
1164,train,Feminist Movement,FAVOR
1165,train,Feminist Movement,NONE
1166,train,Feminist Movement,AGAINST
1167,train,Feminist Movement,AGAINST
1168,train,Feminist Movement,NONE
1169,train,Feminist Movement,NONE
1170,train,Feminist Movement,NONE
1171,train,Feminist Movement,FAVOR
1172,train,Feminist Movement,FAVOR
1173,train,Feminist Movement,FAVOR
1174,train,Feminist Movement,AGAINST
1175,train,Feminist Movement,NONE
1176,train,Feminist Movement,AGAINST
1177,train,Feminist Movement,AGAINST
1178,train,Feminist Movement,AGAINST
1179,train,Feminist Movement,FAVOR
1180,train,Feminist Movement,FAVOR
1181,train,Feminist Movement,FAVOR
1182,train,Feminist Movement,AGAINST
1183,train,Feminist Movement,AGAINST
1184,train,Feminist Movement,FAVOR
1185,train,Feminist Movement,AGAINST
1186,train,Feminist Movement,FAVOR
1187,train,Feminist Movement,NONE
1188,train,Feminist Movement,AGAINST
1189,train,Feminist Movement,FAVOR
1190,train,Feminist Movement,FAVOR
1191,train,Feminist Movement,FAVOR
1192,train,Feminist Movement,FAVOR
1193,train,Feminist Movement,FAVOR
1194,train,Feminist Movement,FAVOR
1195,train,Feminist Movement,FAVOR
1196,train,Feminist Movement,FAVOR
1197,train,Feminist Movement,NONE
1198,train,Feminist Movement,FAVOR
1199,train,Feminist Movement,FAVOR
1200,train,Feminist Movement,FAVOR
1201,train,Feminist Movement,NONE
1202,train,Feminist Movement,FAVOR
1203,train,Feminist Movement,AGAINST
1204,train,Feminist Movement,AGAINST
1205,train,Feminist Movement,FAVOR
1206,train,Feminist Movement,NONE
1207,train,Feminist Movement,AGAINST
1208,train,Feminist Movement,NONE
1209,train,Feminist Movement,FAVOR
1210,train,Feminist Movement,NONE
1211,train,Feminist Movement,NONE
1212,train,Feminist Movement,FAVOR
1213,dev,Feminist Movement,NONE
1214,train,Feminist Movement,FAVOR
1215,train,Feminist Movement,NONE
1216,train,Feminist Movement,NONE
1217,train,Feminist Movement,AGAINST
1218,train,Feminist Movement,FAVOR
1219,train,Feminist Movement,FAVOR
1220,train,Feminist Movement,FAVOR
1221,train,Feminist Movement,FAVOR
1222,train,Feminist Movement,FAVOR
1223,train,Feminist Movement,FAVOR
1224,train,Feminist Movement,NONE
1225,train,Feminist Movement,AGAINST
1226,train,Feminist Movement,FAVOR
1227,train,Feminist Movement,FAVOR
1228,train,Feminist Movement,FAVOR
1229,train,Feminist Movement,FAVOR
1230,train,Feminist Movement,FAVOR
1231,train,Feminist Movement,FAVOR
1232,train,Feminist Movement,FAVOR
1233,train,Feminist Movement,AGAINST
1234,train,Feminist Movement,NONE
1235,train,Feminist Movement,AGAINST
1236,train,Feminist Movement,FAVOR
1237,train,Feminist Movement,FAVOR
1238,train,Feminist Movement,FAVOR
1239,train,Feminist Movement,FAVOR
1240,train,Feminist Movement,FAVOR
1241,train,Feminist Movement,FAVOR
1242,train,Feminist Movement,NONE
1243,train,Feminist Movement,FAVOR
1244,train,Feminist Movement,FAVOR
1245,train,Feminist Movement,FAVOR
1246,train,Feminist Movement,FAVOR
1247,train,Feminist Movement,NONE
1248,train,Feminist Movement,AGAINST
1249,train,Feminist Movement,AGAINST
1250,train,Feminist Movement,FAVOR
1251,train,Feminist Movement,FAVOR
1252,train,Feminist Movement,AGAINST
1253,train,Feminist Movement,AGAINST
1254,train,Feminist Movement,FAVOR
1255,train,Feminist Movement,FAVOR
1256,train,Feminist Movement,NONE
1257,train,Feminist Movement,NONE
1258,train,Feminist Movement,FAVOR
1259,train,Feminist Movement,FAVOR
1260,train,Feminist Movement,NONE
1261,train,Feminist Movement,NONE
1262,train,Feminist Movement,AGAINST
1263,train,Feminist Movement,FAVOR
1264,train,Feminist Movement,AGAINST
1265,train,Feminist Movement,AGAINST
1266,train,Feminist Movement,NONE
1267,train,Feminist Movement,FAVOR
1268,train,Feminist Movement,AGAINST
1269,train,Feminist Movement,AGAINST
1270,train,Feminist Movement,AGAINST
1271,train,Feminist Movement,FAVOR
1272,train,Feminist Movement,FAVOR
1273,train,Feminist Movement,FAVOR
1274,train,Feminist Movement,AGAINST
1275,train,Feminist Movement,FAVOR
1276,train,Feminist Movement,FAVOR
1277,train,Feminist Movement,AGAINST
1278,train,Feminist Movement,FAVOR
1279,train,Feminist Movement,FAVOR
1280,train,Feminist Movement,FAVOR
1281,train,Feminist Movement,FAVOR
1282,train,Feminist Movement,FAVOR
1283,train,Feminist Movement,FAVOR
1284,train,Feminist Movement,AGAINST
1285,train,Feminist Movement,AGAINST
1286,train,Feminist Movement,AGAINST
1287,train,Feminist Movement,FAVOR
1288,train,Feminist Movement,AGAINST
1289,train,Feminist Movement,NONE
1290,train,Feminist Movement,AGAINST
1291,train,Feminist Movement,AGAINST
1292,train,Feminist Movement,FAVOR
1293,train,Feminist Movement,NONE
1294,train,Feminist Movement,NONE
1295,train,Feminist Movement,NONE
1296,train,Feminist Movement,FAVOR
1297,train,Feminist Movement,NONE
1298,train,Feminist Movement,AGAINST
1299,train,Feminist Movement,AGAINST
1300,train,Feminist Movement,NONE
1301,train,Feminist Movement,FAVOR
1302,train,Feminist Movement,NONE
1303,train,Feminist Movement,AGAINST
1304,train,Feminist Movement,FAVOR
1305,train,Feminist Movement,AGAINST
1306,train,Feminist Movement,FAVOR
1307,train,Feminist Movement,FAVOR
1308,train,Feminist Movement,FAVOR
1309,train,Feminist Movement,FAVOR
1310,train,Feminist Movement,AGAINST
1311,train,Feminist Movement,NONE
1312,train,Feminist Movement,FAVOR
1313,train,Feminist Movement,AGAINST
1314,train,Feminist Movement,AGAINST
1315,train,Feminist Movement,AGAINST
1316,train,Feminist Movement,AGAINST
1317,train,Feminist Movement,AGAINST
1318,train,Feminist Movement,NONE
1319,train,Feminist Movement,NONE
1320,train,Feminist Movement,AGAINST
1321,train,Feminist Movement,AGAINST
1322,train,Feminist Movement,AGAINST
1323,train,Feminist Movement,FAVOR
1324,train,Feminist Movement,AGAINST
1325,train,Feminist Movement,NONE
1326,train,Feminist Movement,AGAINST
1327,train,Feminist Movement,AGAINST
1328,train,Feminist Movement,NONE
1329,train,Feminist Movement,AGAINST
1330,train,Feminist Movement,NONE
1331,train,Feminist Movement,NONE
1332,train,Feminist Movement,FAVOR
1333,train,Feminist Movement,NONE
1334,train,Feminist Movement,FAVOR
1335,train,Feminist Movement,NONE
1336,train,Feminist Movement,NONE
1337,train,Feminist Movement,AGAINST
1338,train,Feminist Movement,NONE
1339,train,Feminist Movement,AGAINST
1340,train,Feminist Movement,FAVOR
1341,train,Feminist Movement,AGAINST
1342,train,Feminist Movement,NONE
1343,train,Feminist Movement,AGAINST
1344,train,Feminist Movement,AGAINST
1345,train,Feminist Movement,NONE
1346,train,Feminist Movement,FAVOR
1347,train,Feminist Movement,NONE
1348,train,Feminist Movement,FAVOR
1349,train,Feminist Movement,FAVOR
1350,train,Feminist Movement,NONE
1351,train,Feminist Movement,FAVOR
1352,train,Feminist Movement,AGAINST
1353,train,Feminist Movement,NONE
1354,train,Feminist Movement,FAVOR
1355,train,Feminist Movement,NONE
1356,train,Feminist Movement,AGAINST
1357,train,Feminist Movement,NONE
1358,train,Feminist Movement,AGAINST
1359,train,Feminist Movement,AGAINST
1360,train,Feminist Movement,AGAINST
1361,train,Feminist Movement,AGAINST
1362,train,Feminist Movement,FAVOR
1363,train,Feminist Movement,FAVOR
1364,train,Feminist Movement,NONE
1365,train,Feminist Movement,FAVOR
1366,train,Feminist Movement,NONE
1367,train,Feminist Movement,FAVOR
1368,train,Feminist Movement,NONE
1369,train,Feminist Movement,AGAINST
1370,train,Feminist Movement,NONE
1371,train,Feminist Movement,AGAINST
1372,train,Feminist Movement,FAVOR
1373,train,Feminist Movement,FAVOR
1374,train,Feminist Movement,FAVOR
1375,train,Feminist Movement,NONE
1376,train,Feminist Movement,FAVOR
1377,train,Feminist Movement,NONE
1378,train,Feminist Movement,AGAINST
1379,train,Feminist Movement,FAVOR
1380,train,Feminist Movement,NONE
1381,train,Feminist Movement,NONE
1382,train,Feminist Movement,NONE
1383,train,Feminist Movement,AGAINST
1384,train,Feminist Movement,FAVOR
1385,train,Feminist Movement,FAVOR
1386,train,Feminist Movement,NONE
1387,train,Feminist Movement,NONE
1388,train,Feminist Movement,FAVOR
1389,train,Feminist Movement,NONE
1390,train,Feminist Movement,FAVOR
1391,train,Feminist Movement,FAVOR
1392,train,Feminist Movement,FAVOR
1393,train,Feminist Movement,FAVOR
1394,train,Feminist Movement,AGAINST
1395,train,Feminist Movement,FAVOR
1396,train,Feminist Movement,AGAINST
1397,train,Feminist Movement,FAVOR
1398,train,Feminist Movement,FAVOR
1399,train,Feminist Movement,AGAINST
1400,train,Feminist Movement,AGAINST
1401,train,Feminist Movement,AGAINST
1402,train,Feminist Movement,AGAINST
1403,train,Feminist Movement,AGAINST
1404,train,Feminist Movement,AGAINST
1405,train,Feminist Movement,AGAINST
1406,train,Feminist Movement,AGAINST
1407,train,Feminist Movement,AGAINST
1408,train,Feminist Movement,AGAINST
1409,train,Feminist Movement,FAVOR
1410,train,Feminist Movement,AGAINST
1411,train,Feminist Movement,NONE
1412,train,Feminist Movement,FAVOR
1413,train,Feminist Movement,FAVOR
1414,train,Feminist Movement,NONE
1415,train,Feminist Movement,NONE
1416,train,Feminist Movement,FAVOR
1417,train,Feminist Movement,AGAINST
1418,train,Feminist Movement,NONE
1419,train,Feminist Movement,FAVOR
1420,train,Feminist Movement,FAVOR
1421,train,Feminist Movement,NONE
1422,train,Feminist Movement,AGAINST
1423,train,Feminist Movement,NONE
1424,train,Feminist Movement,NONE
1425,train,Feminist Movement,AGAINST
1426,train,Feminist Movement,FAVOR
1427,train,Feminist Movement,FAVOR
1428,train,Feminist Movement,FAVOR
1429,train,Feminist Movement,AGAINST
1430,train,Feminist Movement,NONE
1431,train,Feminist Movement,AGAINST
1432,train,Feminist Movement,NONE
1433,train,Feminist Movement,FAVOR
1434,train,Feminist Movement,AGAINST
1435,train,Feminist Movement,FAVOR
1436,train,Feminist Movement,FAVOR
1437,train,Feminist Movement,AGAINST
1438,train,Feminist Movement,AGAINST
1439,train,Feminist Movement,NONE
1440,train,Feminist Movement,AGAINST
1441,train,Feminist Movement,AGAINST
1442,train,Feminist Movement,NONE
1443,train,Feminist Movement,AGAINST
1444,train,Feminist Movement,NONE
1445,train,Feminist Movement,NONE
1446,train,Feminist Movement,AGAINST
1447,train,Feminist Movement,FAVOR
1448,train,Feminist Movement,FAVOR
1449,train,Feminist Movement,AGAINST
1450,train,Feminist Movement,AGAINST
1451,train,Feminist Movement,AGAINST
1452,train,Feminist Movement,NONE
1453,train,Feminist Movement,NONE
1454,train,Feminist Movement,AGAINST
1455,train,Feminist Movement,AGAINST
1456,train,Feminist Movement,FAVOR
1457,train,Feminist Movement,FAVOR
1458,train,Feminist Movement,FAVOR
1459,train,Feminist Movement,AGAINST
1460,train,Feminist Movement,NONE
1461,train,Feminist Movement,FAVOR
1462,train,Feminist Movement,NONE
1463,train,Feminist Movement,FAVOR
1464,train,Feminist Movement,NONE
1465,train,Feminist Movement,FAVOR
1466,train,Feminist Movement,FAVOR
1467,train,Feminist Movement,AGAINST
1468,train,Feminist Movement,NONE
1469,train,Feminist Movement,AGAINST
1470,train,Feminist Movement,AGAINST
1471,train,Feminist Movement,NONE
1472,train,Feminist Movement,FAVOR
1473,train,Feminist Movement,AGAINST
1474,train,Feminist Movement,AGAINST
1475,train,Feminist Movement,AGAINST
1476,train,Feminist Movement,AGAINST
1477,train,Feminist Movement,AGAINST
1478,train,Feminist Movement,AGAINST
1479,train,Feminist Movement,AGAINST
1480,train,Feminist Movement,AGAINST
1481,train,Feminist Movement,AGAINST
1482,train,Feminist Movement,AGAINST
1483,train,Feminist Movement,AGAINST
1484,train,Feminist Movement,AGAINST
1485,train,Feminist Movement,AGAINST
1486,train,Feminist Movement,AGAINST
1487,train,Feminist Movement,AGAINST
1488,train,Feminist Movement,AGAINST
1489,train,Feminist Movement,AGAINST
1490,train,Feminist Movement,AGAINST
1491,train,Feminist Movement,AGAINST
1492,train,Feminist Movement,AGAINST
1493,train,Feminist Movement,AGAINST
1494,train,Feminist Movement,AGAINST
1495,dev,Feminist Movement,AGAINST
1496,train,Feminist Movement,AGAINST
1497,train,Feminist Movement,AGAINST
1498,train,Feminist Movement,AGAINST
1499,train,Feminist Movement,AGAINST
1500,train,Feminist Movement,AGAINST
1501,train,Feminist Movement,AGAINST
1502,train,Feminist Movement,AGAINST
1503,train,Feminist Movement,AGAINST
1504,train,Feminist Movement,AGAINST
1505,train,Feminist Movement,AGAINST
1506,train,Feminist Movement,AGAINST
1507,train,Feminist Movement,AGAINST
1508,train,Feminist Movement,AGAINST
1509,train,Feminist Movement,AGAINST
1510,train,Feminist Movement,AGAINST
1511,train,Feminist Movement,AGAINST
1512,train,Feminist Movement,AGAINST
1513,train,Feminist Movement,AGAINST
1514,train,Feminist Movement,AGAINST
1515,train,Feminist Movement,AGAINST
1516,train,Feminist Movement,AGAINST
1517,train,Feminist Movement,AGAINST
1518,train,Feminist Movement,AGAINST
1519,train,Feminist Movement,AGAINST
1520,train,Feminist Movement,AGAINST
1521,train,Feminist Movement,AGAINST
1522,train,Feminist Movement,AGAINST
1523,train,Feminist Movement,AGAINST
1524,train,Feminist Movement,AGAINST
1525,train,Feminist Movement,AGAINST
1526,train,Feminist Movement,AGAINST
1527,train,Feminist Movement,AGAINST
1528,train,Feminist Movement,AGAINST
1529,train,Feminist Movement,AGAINST
1530,train,Feminist Movement,AGAINST
1531,train,Feminist Movement,AGAINST
1532,train,Feminist Movement,AGAINST
1533,train,Feminist Movement,AGAINST
1534,train,Feminist Movement,AGAINST
1535,train,Feminist Movement,AGAINST
1536,train,Feminist Movement,AGAINST
1537,train,Feminist Movement,AGAINST
1538,train,Feminist Movement,AGAINST
1539,train,Feminist Movement,AGAINST
1540,train,Feminist Movement,AGAINST
1541,train,Feminist Movement,AGAINST
1542,train,Feminist Movement,AGAINST
1543,train,Feminist Movement,AGAINST
1544,train,Feminist Movement,AGAINST
1545,train,Feminist Movement,AGAINST
1546,train,Feminist Movement,AGAINST
1547,train,Feminist Movement,AGAINST
1548,train,Feminist Movement,AGAINST
1549,train,Feminist Movement,AGAINST
1550,train,Feminist Movement,AGAINST
1551,train,Feminist Movement,AGAINST
1552,train,Feminist Movement,AGAINST
1553,train,Feminist Movement,AGAINST
1554,train,Feminist Movement,AGAINST
1555,train,Feminist Movement,AGAINST
1556,train,Feminist Movement,AGAINST
1557,train,Feminist Movement,AGAINST
1558,train,Feminist Movement,AGAINST
1559,train,Feminist Movement,AGAINST
1560,train,Feminist Movement,AGAINST
1561,train,Feminist Movement,AGAINST
1562,train,Feminist Movement,AGAINST
1563,train,Feminist Movement,AGAINST
1564,train,Feminist Movement,AGAINST
1565,train,Feminist Movement,AGAINST
1566,train,Feminist Movement,AGAINST
1567,train,Feminist Movement,AGAINST
1568,train,Feminist Movement,AGAINST
1569,train,Feminist Movement,AGAINST
1570,train,Feminist Movement,AGAINST
1571,train,Feminist Movement,AGAINST
1572,train,Feminist Movement,AGAINST
1573,train,Feminist Movement,AGAINST
1574,train,Feminist Movement,AGAINST
1575,train,Feminist Movement,AGAINST
1576,train,Feminist Movement,AGAINST
1577,train,Feminist Movement,AGAINST
1578,train,Feminist Movement,AGAINST
1579,train,Feminist Movement,AGAINST
1580,train,Feminist Movement,AGAINST
1581,train,Feminist Movement,AGAINST
1582,train,Feminist Movement,AGAINST
1583,train,Feminist Movement,AGAINST
1584,train,Feminist Movement,AGAINST
1585,train,Feminist Movement,AGAINST
1586,train,Feminist Movement,AGAINST
1587,train,Feminist Movement,AGAINST
1588,train,Feminist Movement,AGAINST
1589,train,Feminist Movement,AGAINST
1590,train,Feminist Movement,AGAINST
1591,train,Feminist Movement,AGAINST
1592,train,Feminist Movement,AGAINST
1593,train,Feminist Movement,AGAINST
1594,train,Feminist Movement,AGAINST
1595,train,Feminist Movement,AGAINST
1596,train,Feminist Movement,AGAINST
1597,train,Feminist Movement,AGAINST
1598,train,Feminist Movement,AGAINST
1599,train,Feminist Movement,AGAINST
1600,train,Feminist Movement,AGAINST
1601,train,Feminist Movement,AGAINST
1602,train,Feminist Movement,AGAINST
1603,train,Feminist Movement,AGAINST
1604,train,Feminist Movement,AGAINST
1605,train,Feminist Movement,AGAINST
1606,train,Feminist Movement,FAVOR
1607,train,Feminist Movement,FAVOR
1608,train,Feminist Movement,FAVOR
1609,train,Feminist Movement,AGAINST
1610,train,Feminist Movement,FAVOR
1611,train,Feminist Movement,FAVOR
1612,train,Feminist Movement,NONE
1613,train,Feminist Movement,AGAINST
1614,train,Feminist Movement,AGAINST
1615,train,Feminist Movement,AGAINST
1616,train,Feminist Movement,NONE
1617,train,Feminist Movement,AGAINST
1618,train,Feminist Movement,AGAINST
1619,train,Feminist Movement,AGAINST
1620,train,Feminist Movement,AGAINST
1621,train,Feminist Movement,AGAINST
1622,dev,Feminist Movement,AGAINST
1623,train,Feminist Movement,AGAINST
1624,train,Feminist Movement,AGAINST
1625,train,Feminist Movement,AGAINST
1626,train,Feminist Movement,NONE
1627,train,Feminist Movement,NONE
1628,train,Feminist Movement,AGAINST
1629,train,Feminist Movement,FAVOR
1630,train,Feminist Movement,NONE
1631,train,Feminist Movement,AGAINST
1632,train,Feminist Movement,AGAINST
1633,train,Feminist Movement,NONE
1634,train,Feminist Movement,AGAINST
1635,train,Feminist Movement,FAVOR
1636,train,Feminist Movement,NONE
1637,train,Feminist Movement,NONE
1638,train,Feminist Movement,AGAINST
1639,train,Feminist Movement,NONE
