model,condition,item_id,target,complete,consistency,majority_pred,majority_correct,unanimous
gpt4o_mini,persona_pro,10165,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10166,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10169,Atheism,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10170,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10171,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10172,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10173,Atheism,True,0.6666666666666666,NONE,True,False
gpt4o_mini,persona_pro,10174,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10175,Atheism,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10177,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10178,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10179,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10180,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10181,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10184,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10185,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10188,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10189,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10190,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10191,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10193,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10194,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10195,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10196,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10200,Atheism,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10206,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10208,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10209,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10210,Atheism,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10212,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10213,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10216,Atheism,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,persona_pro,10217,Atheism,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10218,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10224,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10226,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10228,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10229,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10231,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10233,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10236,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10237,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10238,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10240,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10241,Climate Change is a Real Concern,True,0.6666666666666666,NONE,False,False
gpt4o_mini,persona_pro,10242,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10243,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10244,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10246,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10247,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10248,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10250,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10252,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10254,Climate Change is a Real Concern,True,0.6666666666666666,FAVOR,True,False
gpt4o_mini,persona_pro,10255,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10256,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10257,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10258,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10259,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10260,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10261,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10262,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10265,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10266,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10267,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10268,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10269,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10270,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10272,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10273,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10274,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10275,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10276,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10277,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10278,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10279,Climate Change is a Real Concern,False,nan,ABSTAIN,False,False
gpt4o_mini,persona_pro,10280,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10281,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10283,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10285,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10287,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10288,Climate Change is a Real Concern,True,0.6666666666666666,FAVOR,True,False
gpt4o_mini,persona_pro,10289,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10290,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10291,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10293,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10294,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10295,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10296,Climate Change is a Real Concern,True,0.6666666666666666,FAVOR,True,False
gpt4o_mini,persona_pro,10297,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10299,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10301,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10302,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10303,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10304,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10305,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10306,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10307,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10308,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10311,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10312,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10313,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10314,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10315,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10316,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10317,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10318,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10321,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10322,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10323,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10324,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10325,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10326,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10327,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10329,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10331,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10332,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10334,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10336,Climate Change is a Real Concern,True,0.6666666666666666,FAVOR,True,False
gpt4o_mini,persona_pro,10338,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10339,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10341,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10343,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10344,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10345,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10347,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10348,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10349,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10350,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10351,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10353,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10355,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10356,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10357,Climate Change is a Real Concern,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,persona_pro,10358,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10359,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10362,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10366,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10367,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10368,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10369,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10373,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10374,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10375,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10376,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10377,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10378,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10379,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10381,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10382,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10383,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10385,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10388,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10389,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10392,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10393,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10394,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10395,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10399,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10401,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10402,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10409,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10410,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10411,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10412,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10415,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10416,Feminist Movement,True,0.6666666666666666,NONE,False,False
gpt4o_mini,persona_pro,10422,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10423,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10424,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10426,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10430,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10431,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10432,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10436,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10438,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10440,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10441,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10442,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10445,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10449,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10450,Feminist Movement,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,persona_pro,10452,Feminist Movement,True,0.6666666666666666,FAVOR,False,False
gpt4o_mini,persona_pro,10454,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10455,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10457,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10459,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10462,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10463,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10466,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10469,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10470,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10472,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10475,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10477,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10481,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10483,Feminist Movement,True,0.6666666666666666,NONE,True,False
gpt4o_mini,persona_pro,10484,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10487,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10488,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10493,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10499,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10500,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10502,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10503,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10505,Feminist Movement,True,0.6666666666666666,AGAINST,False,False
gpt4o_mini,persona_pro,10509,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10511,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10513,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10516,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10520,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10526,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10527,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10528,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10535,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10537,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10539,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10540,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10541,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10547,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10551,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10554,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10559,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10560,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10561,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10562,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10565,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10567,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10570,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10573,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10576,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10577,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10578,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10581,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10583,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10584,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10585,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10586,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10591,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10595,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10599,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10601,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10602,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10603,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10605,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10607,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10608,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10609,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10612,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10619,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10620,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10622,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10623,Feminist Movement,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,persona_pro,10627,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10631,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10632,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10634,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10635,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10636,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10639,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10640,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10643,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10649,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10651,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10652,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10655,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10658,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10660,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10662,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10666,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10667,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10669,Feminist Movement,True,0.6666666666666666,AGAINST,False,False
gpt4o_mini,persona_pro,10672,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10673,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10677,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10678,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10679,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10681,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10687,Hillary Clinton,True,0.6666666666666666,NONE,False,False
gpt4o_mini,persona_pro,10688,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10696,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10702,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10705,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10707,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10708,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10710,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10711,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10712,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10713,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10714,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10715,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10716,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10719,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10726,Hillary Clinton,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10730,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10732,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10733,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10742,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10747,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10748,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10749,Hillary Clinton,True,0.6666666666666666,NONE,True,False
gpt4o_mini,persona_pro,10752,Hillary Clinton,True,1.0,FAVOR,False,True
gpt4o_mini,persona_pro,10753,Hillary Clinton,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10754,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10755,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10756,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10757,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10759,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10764,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10765,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10766,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10768,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10769,Hillary Clinton,True,1.0,AGAINST,False,True
gpt4o_mini,persona_pro,10771,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10772,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10775,Hillary Clinton,True,1.0,NONE,False,True
gpt4o_mini,persona_pro,10776,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10777,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10778,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10779,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10783,Hillary Clinton,True,1.0,NONE,True,True
gpt4o_mini,persona_pro,10784,Hillary Clinton,True,1.0,FAVOR,True,True
gpt4o_mini,persona_pro,10785,Hillary Clinton,True,1.0,AGAINST,True,True
gpt4o_mini,persona_pro,10786,Hillary Clinton,True,1.0,NONE,True,True
